record_no,index,seed,fundamental_freq,fundamental_amp,fundamental_phase,overtone_freqs,overtone_amps,overtone_phases,full_tone_adsr,full_tone_hold,full_tone_sustain_hold,chorus_delay,chorus_depth,chorus_rate,chorus_wet_level,filename,vanilla,chorus
7642,3820,22925,69.29565774421802,0.5,5.235987755982988,"[138.59131548843604, 207.88697323265404, 277.1826309768721, 346.4782887210901, 415.7739464653081]","[0.25, 0.9, 0.2, 0.2, 0.65]","[4.71238898038469, 5.759586531581287, 5.235987755982988, 4.1887902047863905, 4.71238898038469]","[500, 0, 300, 200, 1000]",0.8,200,5,6,3,0.5,CHR_3820_22925_69.wav,0,1
7643,3821,22931,1864.6550460723597,0.55,5.235987755982988,"[3729.3100921447194, 5593.96513821708, 7458.620184289439, 9323.275230361798, 11187.93027643416]","[0.7000000000000001, 0.35000000000000003, 0.8500000000000001, 0.6000000000000001, 0.35000000000000003]","[3.665191429188092, 3.141592653589793, 2.0943951023931953, 0.5235987755982988, 2.617993877991494]","[500, 40, 100, 200, 1000]",0.4,200,0,0,0,0,VNL_3821_22931_1865.wav,1,0
7644,3821,22931,1864.6550460723597,0.55,5.235987755982988,"[3729.3100921447194, 5593.96513821708, 7458.620184289439, 9323.275230361798, 11187.93027643416]","[0.7000000000000001, 0.35000000000000003, 0.8500000000000001, 0.6000000000000001, 0.35000000000000003]","[3.665191429188092, 3.141592653589793, 2.0943951023931953, 0.5235987755982988, 2.617993877991494]","[500, 40, 100, 200, 1000]",0.4,200,2,3,1,0.5,CHR_3821_22931_1865.wav,0,1
7645,3822,22937,880.0,0.2,3.665191429188092,"[1760.0, 2640.0, 3520.0, 4400.0, 5280.0]","[0.6000000000000001, 0.4, 0.4, 0.2, 0.9]","[3.141592653589793, 0.5235987755982988, 3.141592653589793, 3.141592653589793, 2.0943951023931953]","[100, 0, 20, 300, 1500]",0.8,300,0,0,0,0,VNL_3822_22937_880.wav,1,0
7646,3822,22937,880.0,0.2,3.665191429188092,"[1760.0, 2640.0, 3520.0, 4400.0, 5280.0]","[0.6000000000000001, 0.4, 0.4, 0.2, 0.9]","[3.141592653589793, 0.5235987755982988, 3.141592653589793, 3.141592653589793, 2.0943951023931953]","[100, 0, 20, 300, 1500]",0.8,300,20,7,2,0.5,CHR_3822_22937_880.wav,0,1
7647,3823,22943,391.99543598174927,0.2,0.0,"[783.9908719634985, 1175.9863079452477, 1567.981743926997, 1959.9771799087464, 2351.9726158904955]","[0.25, 0.7000000000000001, 0.75, 0.75, 0.35000000000000003]","[1.5707963267948966, 1.0471975511965976, 2.0943951023931953, 0.0, 4.71238898038469]","[1500, 20, 0, 100, 300]",0.8,100,0,0,0,0,VNL_3823_22943_392.wav,1,0
7648,3823,22943,391.99543598174927,0.2,0.0,"[783.9908719634985, 1175.9863079452477, 1567.981743926997, 1959.9771799087464, 2351.9726158904955]","[0.25, 0.7000000000000001, 0.75, 0.75, 0.35000000000000003]","[1.5707963267948966, 1.0471975511965976, 2.0943951023931953, 0.0, 4.71238898038469]","[1500, 20, 0, 100, 300]",0.8,100,30,6,2,0.5,CHR_3823_22943_392.wav,0,1
7649,3824,22949,1479.9776908465376,0.7000000000000001,0.5235987755982988,"[2959.955381693075, 4439.933072539613, 5919.91076338615, 7399.888454232688, 8879.866145079226]","[0.6000000000000001, 0.9500000000000001, 0.9500000000000001, 0.05, 0.7000000000000001]","[0.5235987755982988, 0.0, 0.0, 3.141592653589793, 5.235987755982988]","[100, 20, 100, 0, 1500]",0.6,0,0,0,0,0,VNL_3824_22949_1480.wav,1,0
7650,3824,22949,1479.9776908465376,0.7000000000000001,0.5235987755982988,"[2959.955381693075, 4439.933072539613, 5919.91076338615, 7399.888454232688, 8879.866145079226]","[0.6000000000000001, 0.9500000000000001, 0.9500000000000001, 0.05, 0.7000000000000001]","[0.5235987755982988, 0.0, 0.0, 3.141592653589793, 5.235987755982988]","[100, 20, 100, 0, 1500]",0.6,0,10,4,2,0.5,CHR_3824_22949_1480.wav,0,1
7651,3825,22955,58.27047018976124,0.30000000000000004,4.1887902047863905,"[116.54094037952248, 174.81141056928374, 233.08188075904496, 291.3523509488062, 349.6228211385675]","[0.30000000000000004, 0.25, 0.30000000000000004, 0.15000000000000002, 0.1]","[3.665191429188092, 4.71238898038469, 0.0, 1.5707963267948966, 4.71238898038469]","[1200, 40, 100, 300, 200]",0.7,300,0,0,0,0,VNL_3825_22955_58.wav,1,0
7652,3825,22955,58.27047018976124,0.30000000000000004,4.1887902047863905,"[116.54094037952248, 174.81141056928374, 233.08188075904496, 291.3523509488062, 349.6228211385675]","[0.30000000000000004, 0.25, 0.30000000000000004, 0.15000000000000002, 0.1]","[3.665191429188092, 4.71238898038469, 0.0, 1.5707963267948966, 4.71238898038469]","[1200, 40, 100, 300, 200]",0.7,300,30,9,3,0.5,CHR_3825_22955_58.wav,0,1
7653,3826,22961,440.0,0.75,5.759586531581287,"[880.0, 1320.0, 1760.0, 2200.0, 2640.0]","[0.5, 0.55, 0.30000000000000004, 0.1, 0.65]","[2.617993877991494, 0.5235987755982988, 0.0, 0.0, 3.665191429188092]","[1200, 40, 200, 150, 100]",0.7,150,0,0,0,0,VNL_3826_22961_440.wav,1,0
7654,3826,22961,440.0,0.75,5.759586531581287,"[880.0, 1320.0, 1760.0, 2200.0, 2640.0]","[0.5, 0.55, 0.30000000000000004, 0.1, 0.65]","[2.617993877991494, 0.5235987755982988, 0.0, 0.0, 3.665191429188092]","[1200, 40, 200, 150, 100]",0.7,150,1,3,3,0.5,CHR_3826_22961_440.wav,0,1
7655,3827,22967,184.9972113558172,0.2,5.235987755982988,"[369.9944227116344, 554.9916340674516, 739.9888454232688, 924.986056779086, 1109.9832681349033]","[0.9500000000000001, 0.8, 0.25, 0.45, 0.75]","[3.141592653589793, 2.0943951023931953, 1.0471975511965976, 3.665191429188092, 2.617993877991494]","[300, 20, 500, 50, 1000]",0.5,50,0,0,0,0,VNL_3827_22967_185.wav,1,0
7656,3827,22967,184.9972113558172,0.2,5.235987755982988,"[369.9944227116344, 554.9916340674516, 739.9888454232688, 924.986056779086, 1109.9832681349033]","[0.9500000000000001, 0.8, 0.25, 0.45, 0.75]","[3.141592653589793, 2.0943951023931953, 1.0471975511965976, 3.665191429188092, 2.617993877991494]","[300, 20, 500, 50, 1000]",0.5,50,2,8,3,0.5,CHR_3827_22967_185.wav,0,1
7657,3828,22973,1244.5079348883237,0.6,0.5235987755982988,"[2489.0158697766474, 3733.523804664971, 4978.031739553295, 6222.539674441618, 7467.047609329942]","[0.7000000000000001, 0.8, 0.05, 0.45, 0.5]","[0.0, 4.1887902047863905, 0.5235987755982988, 3.665191429188092, 0.0]","[1500, 20, 0, 150, 200]",0.8,150,0,0,0,0,VNL_3828_22973_1245.wav,1,0
7658,3828,22973,1244.5079348883237,0.6,0.5235987755982988,"[2489.0158697766474, 3733.523804664971, 4978.031739553295, 6222.539674441618, 7467.047609329942]","[0.7000000000000001, 0.8, 0.05, 0.45, 0.5]","[0.0, 4.1887902047863905, 0.5235987755982988, 3.665191429188092, 0.0]","[1500, 20, 0, 150, 200]",0.8,150,25,7,1,0.5,CHR_3828_22973_1245.wav,0,1
7659,3829,22979,1479.9776908465376,0.45000000000000007,5.235987755982988,"[2959.955381693075, 4439.933072539613, 5919.91076338615, 7399.888454232688, 8879.866145079226]","[0.15000000000000002, 0.7000000000000001, 0.9, 0.9500000000000001, 0.65]","[4.1887902047863905, 3.665191429188092, 5.759586531581287, 4.71238898038469, 0.0]","[1200, 20, 0, 300, 50]",0.5,300,0,0,0,0,VNL_3829_22979_1480.wav,1,0
7660,3829,22979,1479.9776908465376,0.45000000000000007,5.235987755982988,"[2959.955381693075, 4439.933072539613, 5919.91076338615, 7399.888454232688, 8879.866145079226]","[0.15000000000000002, 0.7000000000000001, 0.9, 0.9500000000000001, 0.65]","[4.1887902047863905, 3.665191429188092, 5.759586531581287, 4.71238898038469, 0.0]","[1200, 20, 0, 300, 50]",0.5,300,5,9,1,0.5,CHR_3829_22979_1480.wav,0,1
7661,3830,22985,138.59131548843604,0.85,3.665191429188092,"[277.1826309768721, 415.7739464653081, 554.3652619537442, 692.9565774421802, 831.5478929306162]","[0.55, 0.4, 0.7000000000000001, 0.2, 0.6000000000000001]","[3.141592653589793, 5.235987755982988, 2.0943951023931953, 5.235987755982988, 1.0471975511965976]","[300, 0, 20, 250, 1000]",0.4,250,0,0,0,0,VNL_3830_22985_139.wav,1,0
7662,3830,22985,138.59131548843604,0.85,3.665191429188092,"[277.1826309768721, 415.7739464653081, 554.3652619537442, 692.9565774421802, 831.5478929306162]","[0.55, 0.4, 0.7000000000000001, 0.2, 0.6000000000000001]","[3.141592653589793, 5.235987755982988, 2.0943951023931953, 5.235987755982988, 1.0471975511965976]","[300, 0, 20, 250, 1000]",0.4,250,4,9,3,0.5,CHR_3830_22985_139.wav,0,1
7663,3831,22991,97.99885899543733,0.85,1.5707963267948966,"[195.99771799087466, 293.996576986312, 391.9954359817493, 489.99429497718666, 587.993153972624]","[0.55, 0.6000000000000001, 0.35000000000000003, 0.9, 0.8500000000000001]","[1.5707963267948966, 4.71238898038469, 5.235987755982988, 3.141592653589793, 5.759586531581287]","[400, 0, 20, 50, 1500]",0.8,50,0,0,0,0,VNL_3831_22991_98.wav,1,0
7664,3831,22991,97.99885899543733,0.85,1.5707963267948966,"[195.99771799087466, 293.996576986312, 391.9954359817493, 489.99429497718666, 587.993153972624]","[0.55, 0.6000000000000001, 0.35000000000000003, 0.9, 0.8500000000000001]","[1.5707963267948966, 4.71238898038469, 5.235987755982988, 3.141592653589793, 5.759586531581287]","[400, 0, 20, 50, 1500]",0.8,50,10,9,1,0.5,CHR_3831_22991_98.wav,0,1
7665,3832,22997,830.6093951598903,0.30000000000000004,3.665191429188092,"[1661.2187903197805, 2491.8281854796705, 3322.437580639561, 4153.0469757994515, 4983.656370959341]","[0.5, 0.25, 0.1, 0.5, 0.9500000000000001]","[0.5235987755982988, 2.0943951023931953, 0.5235987755982988, 3.665191429188092, 5.235987755982988]","[400, 40, 50, 20, 1000]",0.7,20,0,0,0,0,VNL_3832_22997_831.wav,1,0
7666,3832,22997,830.6093951598903,0.30000000000000004,3.665191429188092,"[1661.2187903197805, 2491.8281854796705, 3322.437580639561, 4153.0469757994515, 4983.656370959341]","[0.5, 0.25, 0.1, 0.5, 0.9500000000000001]","[0.5235987755982988, 2.0943951023931953, 0.5235987755982988, 3.665191429188092, 5.235987755982988]","[400, 40, 50, 20, 1000]",0.7,20,10,2,3,0.5,CHR_3832_22997_831.wav,0,1
7667,3833,23003,3729.3100921447194,0.25,2.0943951023931953,"[7458.620184289439, 11187.93027643416, 14917.240368578878, 18646.550460723596, 22375.86055286832]","[0.45, 0.35000000000000003, 0.8, 0.30000000000000004, 0.2]","[3.665191429188092, 1.5707963267948966, 1.5707963267948966, 3.141592653589793, 1.0471975511965976]","[300, 0, 0, 150, 1500]",0.5,150,0,0,0,0,VNL_3833_23003_3729.wav,1,0
7668,3833,23003,3729.3100921447194,0.25,2.0943951023931953,"[7458.620184289439, 11187.93027643416, 14917.240368578878, 18646.550460723596, 22375.86055286832]","[0.45, 0.35000000000000003, 0.8, 0.30000000000000004, 0.2]","[3.665191429188092, 1.5707963267948966, 1.5707963267948966, 3.141592653589793, 1.0471975511965976]","[300, 0, 0, 150, 1500]",0.5,150,5,10,3,0.5,CHR_3833_23003_3729.wav,0,1
7669,3834,23009,440.0,0.55,1.0471975511965976,"[880.0, 1320.0, 1760.0, 2200.0, 2640.0]","[0.6000000000000001, 0.45, 0.30000000000000004, 0.05, 0.6000000000000001]","[1.5707963267948966, 5.759586531581287, 5.235987755982988, 1.0471975511965976, 5.759586531581287]","[400, 20, 20, 20, 1500]",0.5,20,0,0,0,0,VNL_3834_23009_440.wav,1,0
7670,3834,23009,440.0,0.55,1.0471975511965976,"[880.0, 1320.0, 1760.0, 2200.0, 2640.0]","[0.6000000000000001, 0.45, 0.30000000000000004, 0.05, 0.6000000000000001]","[1.5707963267948966, 5.759586531581287, 5.235987755982988, 1.0471975511965976, 5.759586531581287]","[400, 20, 20, 20, 1500]",0.5,20,4,1,2,0.5,CHR_3834_23009_440.wav,0,1
7671,3835,23015,1567.981743926997,0.9500000000000001,3.141592653589793,"[3135.963487853994, 4703.945231780991, 6271.926975707988, 7839.908719634986, 9407.890463561982]","[0.8, 0.5, 0.8500000000000001, 0.30000000000000004, 0.9500000000000001]","[3.141592653589793, 5.759586531581287, 1.5707963267948966, 4.1887902047863905, 5.235987755982988]","[20, 40, 1500, 150, 50]",0.5,150,0,0,0,0,VNL_3835_23015_1568.wav,1,0
7672,3835,23015,1567.981743926997,0.9500000000000001,3.141592653589793,"[3135.963487853994, 4703.945231780991, 6271.926975707988, 7839.908719634986, 9407.890463561982]","[0.8, 0.5, 0.8500000000000001, 0.30000000000000004, 0.9500000000000001]","[3.141592653589793, 5.759586531581287, 1.5707963267948966, 4.1887902047863905, 5.235987755982988]","[20, 40, 1500, 150, 50]",0.5,150,5,5,4,0.5,CHR_3835_23015_1568.wav,0,1
7673,3836,23021,34.64782887210901,0.30000000000000004,3.141592653589793,"[69.29565774421802, 103.94348661632702, 138.59131548843604, 173.23914436054505, 207.88697323265404]","[0.8, 0.5, 0.65, 0.05, 0.2]","[0.5235987755982988, 4.1887902047863905, 0.5235987755982988, 4.1887902047863905, 2.617993877991494]","[200, 0, 1000, 300, 50]",0.6,300,0,0,0,0,VNL_3836_23021_35.wav,1,0
7674,3836,23021,34.64782887210901,0.30000000000000004,3.141592653589793,"[69.29565774421802, 103.94348661632702, 138.59131548843604, 173.23914436054505, 207.88697323265404]","[0.8, 0.5, 0.65, 0.05, 0.2]","[0.5235987755982988, 4.1887902047863905, 0.5235987755982988, 4.1887902047863905, 2.617993877991494]","[200, 0, 1000, 300, 50]",0.6,300,20,3,1,0.5,CHR_3836_23021_35.wav,0,1
7675,3837,23027,3951.066410048992,0.7000000000000001,0.0,"[7902.132820097984, 11853.199230146976, 15804.265640195968, 19755.33205024496, 23706.398460293953]","[0.1, 0.35000000000000003, 0.55, 0.9, 0.9]","[4.71238898038469, 3.141592653589793, 1.0471975511965976, 3.141592653589793, 5.759586531581287]","[500, 20, 0, 150, 1000]",0.6,150,0,0,0,0,VNL_3837_23027_3951.wav,1,0
7676,3837,23027,3951.066410048992,0.7000000000000001,0.0,"[7902.132820097984, 11853.199230146976, 15804.265640195968, 19755.33205024496, 23706.398460293953]","[0.1, 0.35000000000000003, 0.55, 0.9, 0.9]","[4.71238898038469, 3.141592653589793, 1.0471975511965976, 3.141592653589793, 5.759586531581287]","[500, 20, 0, 150, 1000]",0.6,150,1,3,3,0.5,CHR_3837_23027_3951.wav,0,1
7677,3838,23033,493.8833012561241,0.25,5.759586531581287,"[987.7666025122483, 1481.6499037683725, 1975.5332050244965, 2469.4165062806205, 2963.299807536745]","[0.55, 0.6000000000000001, 0.6000000000000001, 0.0, 0.35000000000000003]","[4.71238898038469, 4.1887902047863905, 3.665191429188092, 0.5235987755982988, 2.617993877991494]","[100, 40, 1000, 100, 400]",0.7,100,0,0,0,0,VNL_3838_23033_494.wav,1,0
7678,3838,23033,493.8833012561241,0.25,5.759586531581287,"[987.7666025122483, 1481.6499037683725, 1975.5332050244965, 2469.4165062806205, 2963.299807536745]","[0.55, 0.6000000000000001, 0.6000000000000001, 0.0, 0.35000000000000003]","[4.71238898038469, 4.1887902047863905, 3.665191429188092, 0.5235987755982988, 2.617993877991494]","[100, 40, 1000, 100, 400]",0.7,100,5,2,4,0.5,CHR_3838_23033_494.wav,0,1
7679,3839,23039,48.999429497718666,0.4,1.5707963267948966,"[97.99885899543733, 146.998288493156, 195.99771799087466, 244.99714748859333, 293.996576986312]","[0.9500000000000001, 0.45, 0.35000000000000003, 0.8, 0.8500000000000001]","[1.0471975511965976, 5.759586531581287, 3.141592653589793, 2.617993877991494, 2.0943951023931953]","[300, 40, 1000, 20, 200]",0.5,20,0,0,0,0,VNL_3839_23039_49.wav,1,0
7680,3839,23039,48.999429497718666,0.4,1.5707963267948966,"[97.99885899543733, 146.998288493156, 195.99771799087466, 244.99714748859333, 293.996576986312]","[0.9500000000000001, 0.45, 0.35000000000000003, 0.8, 0.8500000000000001]","[1.0471975511965976, 5.759586531581287, 3.141592653589793, 2.617993877991494, 2.0943951023931953]","[300, 40, 1000, 20, 200]",0.5,20,2,2,1,0.5,CHR_3839_23039_49.wav,0,1
7681,3840,23045,1479.9776908465376,0.4,1.5707963267948966,"[2959.955381693075, 4439.933072539613, 5919.91076338615, 7399.888454232688, 8879.866145079226]","[0.8500000000000001, 0.65, 0.7000000000000001, 0.25, 0.75]","[2.0943951023931953, 0.0, 1.5707963267948966, 1.5707963267948966, 0.0]","[1500, 0, 100, 50, 100]",0.4,50,0,0,0,0,VNL_3840_23045_1480.wav,1,0
7682,3840,23045,1479.9776908465376,0.4,1.5707963267948966,"[2959.955381693075, 4439.933072539613, 5919.91076338615, 7399.888454232688, 8879.866145079226]","[0.8500000000000001, 0.65, 0.7000000000000001, 0.25, 0.75]","[2.0943951023931953, 0.0, 1.5707963267948966, 1.5707963267948966, 0.0]","[1500, 0, 100, 50, 100]",0.4,50,5,1,2,0.5,CHR_3840_23045_1480.wav,0,1
7683,3841,23051,2959.955381693075,0.75,4.1887902047863905,"[5919.91076338615, 8879.866145079226, 11839.8215267723, 14799.776908465376, 17759.732290158452]","[0.1, 0.0, 0.45, 0.05, 0.6000000000000001]","[2.0943951023931953, 0.5235987755982988, 2.0943951023931953, 4.1887902047863905, 3.141592653589793]","[20, 20, 1000, 100, 400]",0.5,100,0,0,0,0,VNL_3841_23051_2960.wav,1,0
7684,3841,23051,2959.955381693075,0.75,4.1887902047863905,"[5919.91076338615, 8879.866145079226, 11839.8215267723, 14799.776908465376, 17759.732290158452]","[0.1, 0.0, 0.45, 0.05, 0.6000000000000001]","[2.0943951023931953, 0.5235987755982988, 2.0943951023931953, 4.1887902047863905, 3.141592653589793]","[20, 20, 1000, 100, 400]",0.5,100,4,7,1,0.5,CHR_3841_23051_2960.wav,0,1
7685,3842,23057,4186.009044809578,0.30000000000000004,3.141592653589793,"[8372.018089619156, 12558.027134428734, 16744.036179238312, 20930.04522404789, 25116.054268857468]","[0.55, 0.2, 0.15000000000000002, 0.6000000000000001, 0.8]","[2.617993877991494, 2.0943951023931953, 3.665191429188092, 4.71238898038469, 4.1887902047863905]","[1200, 40, 500, 50, 200]",0.7,50,0,0,0,0,VNL_3842_23057_4186.wav,1,0
7686,3842,23057,4186.009044809578,0.30000000000000004,3.141592653589793,"[8372.018089619156, 12558.027134428734, 16744.036179238312, 20930.04522404789, 25116.054268857468]","[0.55, 0.2, 0.15000000000000002, 0.6000000000000001, 0.8]","[2.617993877991494, 2.0943951023931953, 3.665191429188092, 4.71238898038469, 4.1887902047863905]","[1200, 40, 500, 50, 200]",0.7,50,4,9,4,0.5,CHR_3842_23057_4186.wav,0,1
7687,3843,23063,220.0,0.8,5.759586531581287,"[440.0, 660.0, 880.0, 1100.0, 1320.0]","[0.35000000000000003, 0.8, 0.55, 0.2, 0.30000000000000004]","[3.141592653589793, 5.235987755982988, 0.0, 1.0471975511965976, 2.617993877991494]","[200, 20, 1500, 150, 100]",0.4,150,0,0,0,0,VNL_3843_23063_220.wav,1,0
7688,3843,23063,220.0,0.8,5.759586531581287,"[440.0, 660.0, 880.0, 1100.0, 1320.0]","[0.35000000000000003, 0.8, 0.55, 0.2, 0.30000000000000004]","[3.141592653589793, 5.235987755982988, 0.0, 1.0471975511965976, 2.617993877991494]","[200, 20, 1500, 150, 100]",0.4,150,10,6,3,0.5,CHR_3843_23063_220.wav,0,1
7689,3844,23069,493.8833012561241,0.35,1.5707963267948966,"[987.7666025122483, 1481.6499037683725, 1975.5332050244965, 2469.4165062806205, 2963.299807536745]","[0.55, 0.0, 0.9, 0.05, 0.25]","[0.0, 3.665191429188092, 5.759586531581287, 2.0943951023931953, 2.0943951023931953]","[0, 0, 1000, 100, 500]",0.6,100,0,0,0,0,VNL_3844_23069_494.wav,1,0
7690,3844,23069,493.8833012561241,0.35,1.5707963267948966,"[987.7666025122483, 1481.6499037683725, 1975.5332050244965, 2469.4165062806205, 2963.299807536745]","[0.55, 0.0, 0.9, 0.05, 0.25]","[0.0, 3.665191429188092, 5.759586531581287, 2.0943951023931953, 2.0943951023931953]","[0, 0, 1000, 100, 500]",0.6,100,15,7,1,0.5,CHR_3844_23069_494.wav,0,1
7691,3845,23075,138.59131548843604,0.1,0.0,"[277.1826309768721, 415.7739464653081, 554.3652619537442, 692.9565774421802, 831.5478929306162]","[0.5, 0.7000000000000001, 0.35000000000000003, 0.8500000000000001, 0.9]","[0.0, 1.5707963267948966, 2.617993877991494, 4.71238898038469, 0.0]","[50, 0, 1500, 0, 300]",0.8,0,0,0,0,0,VNL_3845_23075_139.wav,1,0
7692,3845,23075,138.59131548843604,0.1,0.0,"[277.1826309768721, 415.7739464653081, 554.3652619537442, 692.9565774421802, 831.5478929306162]","[0.5, 0.7000000000000001, 0.35000000000000003, 0.8500000000000001, 0.9]","[0.0, 1.5707963267948966, 2.617993877991494, 4.71238898038469, 0.0]","[50, 0, 1500, 0, 300]",0.8,0,30,5,4,0.5,CHR_3845_23075_139.wav,0,1
7693,3846,23081,48.999429497718666,0.45000000000000007,2.0943951023931953,"[97.99885899543733, 146.998288493156, 195.99771799087466, 244.99714748859333, 293.996576986312]","[0.1, 0.9500000000000001, 0.65, 0.9500000000000001, 0.05]","[3.665191429188092, 3.141592653589793, 1.0471975511965976, 1.5707963267948966, 2.617993877991494]","[200, 20, 200, 20, 1500]",0.6,20,0,0,0,0,VNL_3846_23081_49.wav,1,0
7694,3846,23081,48.999429497718666,0.45000000000000007,2.0943951023931953,"[97.99885899543733, 146.998288493156, 195.99771799087466, 244.99714748859333, 293.996576986312]","[0.1, 0.9500000000000001, 0.65, 0.9500000000000001, 0.05]","[3.665191429188092, 3.141592653589793, 1.0471975511965976, 1.5707963267948966, 2.617993877991494]","[200, 20, 200, 20, 1500]",0.6,20,2,7,3,0.5,CHR_3846_23081_49.wav,0,1
7695,3847,23087,3520.0,0.9,0.0,"[7040.0, 10560.0, 14080.0, 17600.0, 21120.0]","[0.45, 0.30000000000000004, 0.55, 0.2, 0.45]","[5.235987755982988, 5.235987755982988, 4.71238898038469, 4.1887902047863905, 2.617993877991494]","[100, 20, 0, 100, 1500]",0.4,100,0,0,0,0,VNL_3847_23087_3520.wav,1,0
7696,3847,23087,3520.0,0.9,0.0,"[7040.0, 10560.0, 14080.0, 17600.0, 21120.0]","[0.45, 0.30000000000000004, 0.55, 0.2, 0.45]","[5.235987755982988, 5.235987755982988, 4.71238898038469, 4.1887902047863905, 2.617993877991494]","[100, 20, 0, 100, 1500]",0.4,100,15,7,4,0.5,CHR_3847_23087_3520.wav,0,1
7697,3848,23093,587.3295358348151,0.85,3.665191429188092,"[1174.6590716696303, 1761.9886075044456, 2349.3181433392606, 2936.6476791740756, 3523.977215008891]","[0.75, 0.9500000000000001, 0.55, 0.15000000000000002, 0.9]","[2.0943951023931953, 4.1887902047863905, 2.617993877991494, 3.665191429188092, 0.5235987755982988]","[200, 20, 1500, 200, 50]",0.7,200,0,0,0,0,VNL_3848_23093_587.wav,1,0
7698,3848,23093,587.3295358348151,0.85,3.665191429188092,"[1174.6590716696303, 1761.9886075044456, 2349.3181433392606, 2936.6476791740756, 3523.977215008891]","[0.75, 0.9500000000000001, 0.55, 0.15000000000000002, 0.9]","[2.0943951023931953, 4.1887902047863905, 2.617993877991494, 3.665191429188092, 0.5235987755982988]","[200, 20, 1500, 200, 50]",0.7,200,3,1,3,0.5,CHR_3848_23093_587.wav,0,1
7699,3849,23099,55.0,0.6,1.0471975511965976,"[110.0, 165.0, 220.0, 275.0, 330.0]","[0.9500000000000001, 0.35000000000000003, 0.7000000000000001, 0.8500000000000001, 0.05]","[4.71238898038469, 4.1887902047863905, 2.617993877991494, 1.5707963267948966, 3.141592653589793]","[1200, 40, 100, 150, 100]",0.6,150,0,0,0,0,VNL_3849_23099_55.wav,1,0
7700,3849,23099,55.0,0.6,1.0471975511965976,"[110.0, 165.0, 220.0, 275.0, 330.0]","[0.9500000000000001, 0.35000000000000003, 0.7000000000000001, 0.8500000000000001, 0.05]","[4.71238898038469, 4.1887902047863905, 2.617993877991494, 1.5707963267948966, 3.141592653589793]","[1200, 40, 100, 150, 100]",0.6,150,30,2,2,0.5,CHR_3849_23099_55.wav,0,1
7701,3850,23105,48.999429497718666,0.6,4.71238898038469,"[97.99885899543733, 146.998288493156, 195.99771799087466, 244.99714748859333, 293.996576986312]","[0.75, 0.05, 0.45, 0.9500000000000001, 0.5]","[4.71238898038469, 0.0, 5.759586531581287, 0.0, 1.5707963267948966]","[1200, 0, 200, 50, 400]",0.4,50,0,0,0,0,VNL_3850_23105_49.wav,1,0
7702,3850,23105,48.999429497718666,0.6,4.71238898038469,"[97.99885899543733, 146.998288493156, 195.99771799087466, 244.99714748859333, 293.996576986312]","[0.75, 0.05, 0.45, 0.9500000000000001, 0.5]","[4.71238898038469, 0.0, 5.759586531581287, 0.0, 1.5707963267948966]","[1200, 0, 200, 50, 400]",0.4,50,5,3,3,0.5,CHR_3850_23105_49.wav,0,1
7703,3851,23111,659.2551138257398,0.9500000000000001,0.0,"[1318.5102276514797, 1977.7653414772194, 2637.0204553029594, 3296.2755691286993, 3955.530682954439]","[0.35000000000000003, 0.75, 0.75, 0.0, 0.5]","[3.141592653589793, 5.235987755982988, 3.141592653589793, 2.617993877991494, 1.0471975511965976]","[400, 20, 300, 20, 1000]",0.8,20,0,0,0,0,VNL_3851_23111_659.wav,1,0
7704,3851,23111,659.2551138257398,0.9500000000000001,0.0,"[1318.5102276514797, 1977.7653414772194, 2637.0204553029594, 3296.2755691286993, 3955.530682954439]","[0.35000000000000003, 0.75, 0.75, 0.0, 0.5]","[3.141592653589793, 5.235987755982988, 3.141592653589793, 2.617993877991494, 1.0471975511965976]","[400, 20, 300, 20, 1000]",0.8,20,1,7,3,0.5,CHR_3851_23111_659.wav,0,1
7705,3852,23117,1864.6550460723597,0.1,3.665191429188092,"[3729.3100921447194, 5593.96513821708, 7458.620184289439, 9323.275230361798, 11187.93027643416]","[0.7000000000000001, 0.5, 0.15000000000000002, 0.25, 0.35000000000000003]","[3.665191429188092, 0.0, 5.759586531581287, 0.5235987755982988, 1.0471975511965976]","[400, 40, 20, 50, 1000]",0.8,50,0,0,0,0,VNL_3852_23117_1865.wav,1,0
7706,3852,23117,1864.6550460723597,0.1,3.665191429188092,"[3729.3100921447194, 5593.96513821708, 7458.620184289439, 9323.275230361798, 11187.93027643416]","[0.7000000000000001, 0.5, 0.15000000000000002, 0.25, 0.35000000000000003]","[3.665191429188092, 0.0, 5.759586531581287, 0.5235987755982988, 1.0471975511965976]","[400, 40, 20, 50, 1000]",0.8,50,5,1,3,0.5,CHR_3852_23117_1865.wav,0,1
7707,3853,23123,97.99885899543733,0.25,4.71238898038469,"[195.99771799087466, 293.996576986312, 391.9954359817493, 489.99429497718666, 587.993153972624]","[0.6000000000000001, 0.2, 0.25, 0.5, 0.0]","[4.71238898038469, 0.0, 1.0471975511965976, 1.0471975511965976, 1.5707963267948966]","[200, 20, 20, 200, 1500]",0.8,200,0,0,0,0,VNL_3853_23123_98.wav,1,0
